address,area,constraction_year,rooms,bedrooms,bathrooms,balcony,storage,parking,furnished,garage,garden,energy,facilities,zip,neighborhood,rent
1034 BM Amsterdam (Banne Zuidoost),75.0,2019,3,2,1,yes,yes,yes,yes,yes,Not present,A,"Lift, Storage space, Shower, Toilet",1034 BM,Banne Zuidoost,1650
1034 BM Amsterdam (Banne Zuidoost),35.0,2020,2,1,1,yes,no,no,yes,no,Not present,A,None,1034 BM,Banne Zuidoost,1275
1034 BM Amsterdam (Banne Zuidoost),56.0,2019,2,1,1,no,no,yes,yes,yes,"Present (12 m², located on the south)",A,"Lift, Shower, Toilet",1034 BM,Banne Zuidoost,1500
1034 ZC Amsterdam (Banne Zuidwest),85.0,2002,3,2,1,no,no,no,yes,no,Not present,None,"Shower, Bath, Toilet",1034 ZC,Banne Zuidwest,1750
1034 ZC Amsterdam (Banne Zuidwest),85.0,2012,3,2,1,no,no,no,yes,no,Not present,None,"Shower, Bath, Toilet",1034 ZC,Banne Zuidwest,1500
1034 SP Amsterdam (Banne Noordwest),85.0,1977,4,3,1,yes,yes,yes,yes,no,Not present,B,"Storage space, Shower, Toilet",1034 SP,Banne Noordwest,1800
1034 SP Amsterdam (Banne Noordwest),85.0,1977,4,3,1,no,no,no,yes,no,Not present,B,Toilet,1034 SP,Banne Noordwest,1600
1034 WT Amsterdam (Banne Zuidoost),100.0,1995,4,3,1,no,no,yes,yes,yes,Not present,C,None,1034 WT,Banne Zuidoost,1950
1034 WT Amsterdam (Banne Zuidoost),90.0,1995,3,2,1,yes,no,yes,yes,yes,Not present,None,"Shower, Toilet",1034 WT,Banne Zuidoost,1500
1034 WT Amsterdam (Banne Zuidoost),100.0,1995,4,3,1,no,no,yes,yes,yes,Not present,C,None,1034 WT,Banne Zuidoost,1950
1034 CE Amsterdam (Banne Zuidwest),72.0,1967,4,3,1,yes,yes,yes,no,no,Not present,None,"Storage space, Toilet",1034 CE,Banne Zuidwest,1500
1034 BN Amsterdam (Banne Zuidwest),75.0,1967,3,2,1,yes,yes,no,yes,no,Not present,D,"Storage space, Toilet",1034 BN,Banne Zuidwest,1500
1034 TL Amsterdam (Banne Noordwest),89.0,1978,3,2,1,no,no,no,no,no,Not present,B,Toilet,1034 TL,Banne Noordwest,1500
1034 KE Amsterdam (Banne Zuidoost),110.0,2020,4,3,1,yes,no,no,no,no,Not present,A,"Shower, Bath, Toilet",1034 KE,Banne Zuidoost,2000
1034 TR Amsterdam (Banne Noordwest),89.0,1989,4,3,1,yes,no,no,yes,no,Not present,None,Toilet,1034 TR,Banne Noordwest,1750
1057 WT Amsterdam (Columbusplein e.o.),60.0,1930,3,2,2,yes,no,yes,no,no,Not present,D,Bath,1057 WT,Columbusplein e.o.,1400
1057 WH Amsterdam (Columbusplein e.o.),65.0,1920,3,2,1,no,no,no,yes,no,"Present (30 m², located on the north-west)",B,None,1057 WH,Columbusplein e.o.,1699
1057 WH Amsterdam (Columbusplein e.o.),65.0,1920,3,2,1,no,no,no,yes,no,"Present (30 m², located on the north-west)",B,None,1057 WH,Columbusplein e.o.,1599
1057 WV Amsterdam (Columbusplein e.o.),95.0,1920,4,3,1,yes,no,yes,yes,no,Not present,F,"Roof terrace, Shower, Bath, Toilet",1057 WV,Columbusplein e.o.,1950
1057 AK Amsterdam (Orteliusbuurt Midden),55.0,1940,3,2,1,yes,no,no,yes,no,Not present,None,"Shower, Toilet",1057 AK,Orteliusbuurt Midden,1495
1057 HK Amsterdam (Kortenaerkwartier),71.0,1920,2,1,1,no,no,no,no,no,Not present,C,"Roof terrace, Shower",1057 HK,Kortenaerkwartier,1720
1057 HK Amsterdam (Kortenaerkwartier),55.0,1910,2,1,1,yes,no,no,no,no,Not present,B,None,1057 HK,Kortenaerkwartier,1550
1057 HK Amsterdam (Kortenaerkwartier),65.0,1911,3,2,1,yes,no,no,no,no,Not present,B,None,1057 HK,Kortenaerkwartier,1670
1057 HK Amsterdam (Kortenaerkwartier),55.0,1910,2,1,1,yes,no,no,no,no,Not present,B,None,1057 HK,Kortenaerkwartier,1525
1057 HK Amsterdam (Kortenaerkwartier),71.0,1920,2,1,1,no,no,no,no,no,Not present,C,"Roof terrace, Shower",1057 HK,Kortenaerkwartier,1800
1057 HK Amsterdam (Kortenaerkwartier),62.0,1911,3,2,1,yes,no,no,no,no,Not present,B,None,1057 HK,Kortenaerkwartier,1670
1057 RA Amsterdam (Orteliusbuurt Midden),49.0,1900,3,2,1,yes,no,no,no,no,Not present,E,Toilet,1057 RA,Orteliusbuurt Midden,1445
1057 JT Amsterdam (Kortenaerkwartier),90.0,1910,4,3,3,no,no,no,no,no,Not present,None,"Shower, Toilet",1057 JT,Kortenaerkwartier,2400
1057 SN Amsterdam (Columbusplein e.o.),87.0,1929,4,3,1,no,no,no,yes,no,Not present,None,None,1057 SN,Columbusplein e.o.,2100
1057 DH Amsterdam (Balboaplein e.o.),55.0,1924,2,1,1,yes,no,no,no,no,Not present,C,None,1057 DH,Balboaplein e.o.,1200
1057 VL Amsterdam (Columbusplein e.o.),45.0,1929,2,1,1,no,no,no,no,no,Not present,None,"Shower, Toilet",1057 VL,Columbusplein e.o.,1600
1057 BC Amsterdam (Orteliusbuurt Zuid),70.0,1937,2,1,1,no,yes,no,yes,no,"Present (60 m², located on the south-east)",C,Storage space,1057 BC,Orteliusbuurt Zuid,1600
1057 BC Amsterdam (Orteliusbuurt Zuid),70.0,1930,2,1,1,no,yes,no,no,no,"Present (49 m², located on the east)",D,"Storage space, Shower, Toilet",1057 BC,Orteliusbuurt Zuid,1600
1057 DP Amsterdam (Orteliusbuurt Midden),70.0,1906,3,2,1,yes,no,no,yes,no,Not present,E,Bath,1057 DP,Orteliusbuurt Midden,1750
1057 CV Amsterdam (Orteliusbuurt Zuid),56.0,1924,3,2,1,no,no,no,no,no,Not present,F,None,1057 CV,Orteliusbuurt Zuid,1475
1057 VT Amsterdam (Balboaplein e.o.),60.0,1928,2,1,1,yes,no,no,yes,no,Not present,D,None,1057 VT,Balboaplein e.o.,1700
1057 BK Amsterdam (Orteliusbuurt Midden),52.0,1926,2,1,1,yes,no,no,no,no,Not present,D,"Shower, Toilet",1057 BK,Orteliusbuurt Midden,1400
1095 MB Amsterdam (RI Oost terrein),27.0,2018,1,1,1,no,no,no,yes,no,Not present,A,"Cable TV, Internet connection, Roof terrace",1095 MB,RI Oost terrein,1100
1095 MB Amsterdam (RI Oost terrein),119.0,2015,4,3,1,yes,no,no,yes,no,Not present,A+,"Bath, Toilet",1095 MB,RI Oost terrein,2000
1095 MB Amsterdam (RI Oost terrein),63.0,2020,3,2,1,no,no,no,yes,no,Not present,A,Toilet,1095 MB,RI Oost terrein,1399
1095 MB Amsterdam (RI Oost terrein),116.0,2020,5,4,1,no,no,no,yes,no,Not present,A,"Roof terrace, Bath",1095 MB,RI Oost terrein,1999
1095 MB Amsterdam (RI Oost terrein),65.0,2017,2,1,1,no,no,no,yes,no,Not present,A,Toilet,1095 MB,RI Oost terrein,1350
1095 MB Amsterdam (RI Oost terrein),160.0,2018,5,4,2,no,yes,yes,no,no,Not present,None,"Storage space, Roof terrace, Bath",1095 MB,RI Oost terrein,2500
1095 MB Amsterdam (RI Oost terrein),27.0,2018,1,1,1,no,no,no,yes,no,Not present,A,"Cable TV, Internet connection, Roof terrace",1095 MB,RI Oost terrein,1100
1095 MB Amsterdam (RI Oost terrein),116.0,2020,5,4,1,no,no,no,yes,no,Not present,A,"Roof terrace, Bath",1095 MB,RI Oost terrein,1950
1095 MB Amsterdam (RI Oost terrein),65.0,2017,2,1,1,no,no,no,yes,no,Not present,A,Toilet,1095 MB,RI Oost terrein,1300
1095 TA Amsterdam (Noordoostkwadrant Indische buurt),45.0,1926,2,1,1,yes,no,yes,yes,no,Not present,F,Bath,1095 TA,Noordoostkwadrant Indische buurt,1450
1095 MD Amsterdam (RI Oost terrein),83.0,2019,3,2,1,yes,yes,yes,yes,no,Not present,A,"Storage space, Shower, Bath, Toilet",1095 MD,RI Oost terrein,1750
1095 TE Amsterdam (Noordoostkwadrant Indische buurt),85.0,2013,3,2,1,no,yes,yes,yes,no,"Present (51 m², located on the south-east)",A,"Storage space, Bath, Toilet",1095 TE,Noordoostkwadrant Indische buurt,1850
1095 JJ Amsterdam (Zuidoostkwadrant Indische buurt),88.0,1926,3,2,1,no,no,no,no,no,Present (80 m²),D,"Shower, Toilet",1095 JJ,Zuidoostkwadrant Indische buurt,1950
1095 MA Amsterdam (RI Oost terrein),50.0,2014,2,1,1,no,no,yes,no,no,Not present,A,None,1095 MA,RI Oost terrein,1250
1095 SZ Amsterdam (Noordoostkwadrant Indische buurt),45.0,1925,3,2,1,yes,no,yes,yes,no,Not present,C,Shower,1095 SZ,Noordoostkwadrant Indische buurt,1450
1095 AN Amsterdam (Noordoostkwadrant Indische buurt),71.0,2000,3,2,1,yes,no,no,yes,no,Not present,B,"Lift, Shower, Toilet",1095 AN,Noordoostkwadrant Indische buurt,1575
1083 HM Amsterdam (Vivaldi),119.0,2006,3,2,2,yes,no,no,yes,no,Not present,A,"Shower, Bath, Toilet",1083 HM,Vivaldi,2750
1083 HM Amsterdam (Vivaldi),118.0,2006,3,2,1,yes,no,no,yes,no,Not present,A,Toilet,1083 HM,Vivaldi,2250
1083 HM Amsterdam (Vivaldi),119.0,2006,3,2,2,yes,no,no,yes,no,Not present,A,"Shower, Bath, Toilet",1083 HM,Vivaldi,2500
1083 CZ Amsterdam (Buitenveldert Zuidoost),130.0,1969,4,3,1,no,no,no,yes,no,Not present,None,"Lift, Bath, Toilet",1083 CZ,Buitenveldert Zuidoost,2700
1083 CZ Amsterdam (Buitenveldert Zuidoost),130.0,1969,4,3,1,no,no,no,yes,no,Not present,E,"Lift, Bath, Toilet",1083 CZ,Buitenveldert Zuidoost,2700
1083 CZ Amsterdam (Buitenveldert Zuidoost),130.0,1969,4,3,1,no,no,no,yes,no,Not present,None,"Lift, Bath, Toilet",1083 CZ,Buitenveldert Zuidoost,2450
1083 CZ Amsterdam (Buitenveldert Zuidoost),130.0,1969,4,3,1,no,no,no,yes,no,Not present,E,"Lift, Bath, Toilet",1083 CZ,Buitenveldert Zuidoost,2400
1083 BW Amsterdam (Buitenveldert Zuidoost),80.0,1969,3,2,1,no,no,no,yes,no,Not present,D,None,1083 BW,Buitenveldert Zuidoost,1800
1083 BW Amsterdam (Buitenveldert Zuidoost),82.0,1965,3,2,1,yes,no,yes,yes,no,Not present,D,None,1083 BW,Buitenveldert Zuidoost,1750
1083 BW Amsterdam (Buitenveldert Zuidoost),80.0,1969,3,2,1,no,no,no,yes,no,Not present,D,None,1083 BW,Buitenveldert Zuidoost,1800
1083 TE Amsterdam (Buitenveldert Oost Midden),76.0,1960,3,2,1,no,no,no,yes,no,Not present,D,None,1083 TE,Buitenveldert Oost Midden,1550
1083 TE Amsterdam (Buitenveldert Oost Midden),76.0,1960,3,2,1,no,no,no,yes,no,Not present,D,None,1083 TE,Buitenveldert Oost Midden,1550
1083 GS Amsterdam (Buitenveldert Oost Midden),111.0,1960,3,2,1,yes,no,no,no,no,Not present,D,"Lift, Shower, Toilet",1083 GS,Buitenveldert Oost Midden,1980
1083 GN Amsterdam (Buitenveldert Oost Midden),106.0,1968,3,2,1,yes,yes,no,yes,no,Not present,E,"Lift, Storage space, Shower, Toilet",1083 GN,Buitenveldert Oost Midden,1900
1083 CM Amsterdam (Buitenveldert Zuidoost),116.0,1950,4,3,1,no,no,no,no,no,Not present,D,Toilet,1083 CM,Buitenveldert Zuidoost,1950
1083 TW Amsterdam (Buitenveldert Oost Midden),45.0,1962,2,1,1,no,no,no,yes,no,Present (27 m²),D,"Shower, Toilet",1083 TW,Buitenveldert Oost Midden,1650
1083 JP Amsterdam (Buitenveldert Oost Midden),100.0,1986,4,3,1,yes,no,yes,yes,no,Not present,E,"Fireplace, Shower, Bath, Toilet",1083 JP,Buitenveldert Oost Midden,2150
1083 GL Amsterdam (Buitenveldert Oost Midden),110.0,1968,3,2,1,yes,no,no,yes,no,Not present,B,"Lift, Shower, Toilet",1083 GL,Buitenveldert Oost Midden,2300
1083 DB Amsterdam (Buitenveldert Zuidoost),95.0,1988,3,2,1,yes,yes,no,yes,no,Not present,C,"Lift, Storage space, Shower, Bath, Toilet",1083 DB,Buitenveldert Zuidoost,1900
1103 GZ Amsterdam (Bijlmermuseum Noord),70.0,1970,4,3,1,yes,no,yes,no,no,Not present,D,"Lift, Shower, Toilet",1103 GZ,Bijlmermuseum Noord,1900
1103 GZ Amsterdam (Bijlmermuseum Noord),70.0,1970,4,3,1,yes,no,yes,no,no,Not present,C,"Shower, Toilet",1103 GZ,Bijlmermuseum Noord,1900
1103 GZ Amsterdam (Bijlmermuseum Noord),70.0,1970,4,3,1,yes,no,yes,no,no,Not present,D,"Lift, Shower, Toilet",1103 GZ,Bijlmermuseum Noord,1900
1103 LD Amsterdam (G-buurt Oost),54.0,1974,2,1,1,yes,no,no,no,no,Not present,E,"Lift, Toilet",1103 LD,G-buurt Oost,1350
1061 XZ Amsterdam (Overtoomse Veld Noord),47.0,2008,2,1,1,yes,no,no,yes,no,Not present,A,"Lift, Bath",1061 XZ,Overtoomse Veld Noord,1390
1061 XZ Amsterdam (Overtoomse Veld Noord),95.0,2013,3,2,1,no,no,no,yes,no,Not present,A,Lift,1061 XZ,Overtoomse Veld Noord,1750
1061 VX Amsterdam (Overtoomse Veld Noord),87.0,2008,3,2,1,no,no,yes,yes,yes,Not present,A,None,1061 VX,Overtoomse Veld Noord,1800
1061 VX Amsterdam (Overtoomse Veld Noord),87.0,2008,3,2,1,no,no,yes,yes,yes,Not present,A,None,1061 VX,Overtoomse Veld Noord,1800
1061 CK Amsterdam (Kolenkitbuurt Zuid),87.0,2016,4,3,1,yes,no,no,yes,no,Not present,A,"Lift, Shower",1061 CK,Kolenkitbuurt Zuid,1900
1061 MJ Amsterdam (Laan van Spartaan),72.0,2015,2,1,1,yes,no,no,yes,no,Not present,A,Toilet,1061 MJ,Laan van Spartaan,1650
1068 VM Amsterdam (Meer en Oever),93.0,2006,3,2,1,yes,no,no,yes,no,Not present,A,None,1068 VM,Meer en Oever,1800
1068 VM Amsterdam (Meer en Oever),93.0,2006,3,2,1,yes,no,no,yes,no,Not present,A,None,1068 VM,Meer en Oever,1800
1068 GV Amsterdam (Osdorpplein e.o.),100.0,2002,4,3,1,no,yes,yes,yes,yes,Not present,B,"Storage space, Shower, Toilet",1068 GV,Osdorpplein e.o.,1950
1068 GV Amsterdam (Osdorpplein e.o.),110.0,2002,3,2,1,no,no,yes,yes,yes,Not present,B,"Shower, Toilet",1068 GV,Osdorpplein e.o.,1500
1068 GV Amsterdam (Osdorpplein e.o.),82.0,2002,4,3,1,no,no,no,yes,no,Not present,B,Toilet,1068 GV,Osdorpplein e.o.,1750
1068 ZZ Amsterdam (Meer en Oever),91.0,2009,3,2,1,yes,no,no,yes,no,Not present,A,Toilet,1068 ZZ,Meer en Oever,1700
1068 ZG Amsterdam (Wildeman),65.0,1961,3,2,1,no,no,no,yes,no,Not present,None,Lift,1068 ZG,Wildeman,1600
1068 ZG Amsterdam (Wildeman),65.0,1961,3,2,1,no,no,no,yes,no,Not present,None,Lift,1068 ZG,Wildeman,1600
1068 EN Amsterdam (Osdorpplein e.o.),103.0,1960,4,3,1,yes,no,no,no,no,Not present,C,"Shower, Toilet",1068 EN,Osdorpplein e.o.,1750
1068 GL Amsterdam (Osdorpplein e.o.),95.0,2002,3,2,1,no,no,no,yes,no,Not present,B,Bath,1068 GL,Osdorpplein e.o.,1950
1068 GL Amsterdam (Osdorpplein e.o.),100.0,2002,3,2,1,no,no,yes,yes,no,Not present,A,None,1068 GL,Osdorpplein e.o.,1950
1068 GL Amsterdam (Osdorpplein e.o.),95.0,2002,3,2,1,no,no,no,yes,no,Not present,B,Bath,1068 GL,Osdorpplein e.o.,1950
1068 PH Amsterdam (Meer en Oever),82.0,2013,3,2,1,no,no,yes,yes,no,Not present,E,None,1068 PH,Meer en Oever,1650
1068 PH Amsterdam (Meer en Oever),82.0,2013,3,2,1,no,no,yes,yes,no,Not present,E,None,1068 PH,Meer en Oever,1650
1068 ZE Amsterdam (Wildeman),64.0,1960,3,2,1,yes,no,yes,yes,no,Not present,C,Toilet,1068 ZE,Wildeman,1650
1068 MK Amsterdam (Wildeman),43.0,2012,2,1,1,no,yes,no,yes,no,Not present,A+++,"Lift, Storage space, Toilet",1068 MK,Wildeman,1250
1068 KR Amsterdam (Osdorp Zuidoost),60.0,1965,2,1,1,yes,no,no,no,no,Not present,C,"Cable TV, Internet connection, Shower, Toilet",1068 KR,Osdorp Zuidoost,1031
1068 CH Amsterdam (Meer en Oever),95.0,1966,3,2,1,yes,no,no,yes,no,Not present,E,Toilet,1068 CH,Meer en Oever,1500
1068 JL Amsterdam (Osdorp Zuidoost),78.0,1965,4,3,1,yes,yes,yes,no,no,Not present,D,"Lift, Storage space, Shower",1068 JL,Osdorp Zuidoost,1650
1075 AD Amsterdam (Willemsparkbuurt Noord),83.0,1905,3,2,1,yes,no,no,no,no,Not present,None,"Lift, Shower",1075 AD,Willemsparkbuurt Noord,3600
1075 AD Amsterdam (Willemsparkbuurt Noord),85.0,1905,3,2,1,no,no,no,no,no,Not present,None,"Lift, Bath, Toilet",1075 AD,Willemsparkbuurt Noord,4000
1075 AD Amsterdam (Willemsparkbuurt Noord),83.0,1905,3,2,1,yes,no,no,no,no,Not present,None,"Lift, Shower",1075 AD,Willemsparkbuurt Noord,3800
1075 AD Amsterdam (Willemsparkbuurt Noord),95.0,1905,3,2,1,no,no,no,no,no,Not present,None,"Lift, Bath, Toilet",1075 AD,Willemsparkbuurt Noord,4000
1075 GL Amsterdam (Valeriusbuurt West),119.0,1913,3,2,1,no,no,no,no,no,Not present,E,None,1075 GL,Valeriusbuurt West,2290
1075 GL Amsterdam (Valeriusbuurt West),119.0,1913,3,2,1,no,no,no,no,no,Not present,E,None,1075 GL,Valeriusbuurt West,1950
1075 SJ Amsterdam (Schinkelbuurt Zuid),55.0,1914,2,1,1,yes,no,no,yes,no,Not present,D,"Shower, Toilet",1075 SJ,Schinkelbuurt Zuid,1995
1075 SJ Amsterdam (Schinkelbuurt Zuid),55.0,1914,2,1,1,yes,no,no,yes,no,Not present,D,"Shower, Toilet",1075 SJ,Schinkelbuurt Zuid,1600
1075 SJ Amsterdam (Schinkelbuurt Zuid),55.0,1914,2,1,1,yes,no,no,yes,no,Not present,D,Toilet,1075 SJ,Schinkelbuurt Zuid,1600
1075 RR Amsterdam (Schinkelbuurt Zuid),56.0,1913,3,2,1,yes,no,no,yes,no,Not present,E,None,1075 RR,Schinkelbuurt Zuid,1900
1075 VV Amsterdam (Schinkelbuurt Noord),84.0,1906,3,2,1,yes,no,no,yes,no,Not present,C,"Roof terrace, Shower, Bath, Toilet",1075 VV,Schinkelbuurt Noord,2000
1075 PA Amsterdam (Valeriusbuurt West),62.0,1914,3,2,1,no,no,no,no,no,Not present,None,"Shower, Toilet",1075 PA,Valeriusbuurt West,1750
1075 PA Amsterdam (Valeriusbuurt West),62.0,1914,3,2,1,no,no,no,no,no,Not present,None,"Shower, Toilet",1075 PA,Valeriusbuurt West,1750
1075 BK Amsterdam (Valeriusbuurt West),210.0,1925,5,4,3,no,no,no,yes,no,Not present,None,None,1075 BK,Valeriusbuurt West,7000
1075 BK Amsterdam (Valeriusbuurt West),210.0,1925,5,4,3,no,no,no,yes,no,Not present,None,None,1075 BK,Valeriusbuurt West,7000
1075 PP Amsterdam (Valeriusbuurt West),85.0,1918,3,2,1,yes,no,no,yes,no,Not present,None,Toilet,1075 PP,Valeriusbuurt West,2250
1075 CS Amsterdam (Valeriusbuurt West),110.0,1900,3,2,1,no,no,yes,yes,no,Not present,None,"Shower, Bath, Toilet",1075 CS,Valeriusbuurt West,2450
1075 CS Amsterdam (Valeriusbuurt West),111.0,1906,3,2,1,no,no,no,yes,no,Not present,C,Toilet,1075 CS,Valeriusbuurt West,2450
1075 BG Amsterdam (Valeriusbuurt Oost),210.0,1906,6,5,2,yes,no,no,no,no,Not present,F,Bath,1075 BG,Valeriusbuurt Oost,4500
1075 BG Amsterdam (Valeriusbuurt Oost),210.0,1906,6,5,2,yes,no,no,no,no,Not present,F,Bath,1075 BG,Valeriusbuurt Oost,4500
1075 HW Amsterdam (Valeriusbuurt Oost),110.0,1918,3,2,1,yes,no,no,yes,no,Not present,None,None,1075 HW,Valeriusbuurt Oost,2050
1075 HW Amsterdam (Valeriusbuurt Oost),110.0,1918,3,2,1,yes,no,no,yes,no,Not present,None,None,1075 HW,Valeriusbuurt Oost,2050
1075 ST Amsterdam (Schinkelbuurt Noord),65.0,1913,3,2,1,no,no,yes,no,no,Not present,C,Toilet,1075 ST,Schinkelbuurt Noord,1750
1075 ST Amsterdam (Schinkelbuurt Noord),65.0,1913,3,2,1,no,no,yes,no,no,Not present,C,Toilet,1075 ST,Schinkelbuurt Noord,1750
1075 HL Amsterdam (Valeriusbuurt Oost),220.0,1930,4,3,3,yes,yes,no,no,no,Present (56 m²),None,"Storage space, Shower, Bath, Toilet",1075 HL,Valeriusbuurt Oost,6500
1075 HL Amsterdam (Valeriusbuurt Oost),220.0,1930,4,3,3,yes,yes,no,no,no,Present (56 m²),None,"Storage space, Shower, Bath, Toilet",1075 HL,Valeriusbuurt Oost,6500
1075 GG Amsterdam (Valeriusbuurt Oost),65.0,1911,2,1,1,no,no,no,no,no,Not present,E,"Shower, Toilet",1075 GG,Valeriusbuurt Oost,1500
1075 HC Amsterdam (Valeriusbuurt Oost),80.0,2020,3,2,1,no,no,yes,yes,no,Not present,E,Toilet,1075 HC,Valeriusbuurt Oost,2500
1075 SZ Amsterdam (Schinkelbuurt Zuid),55.0,1913,2,1,1,yes,no,yes,no,no,Not present,D,Toilet,1075 SZ,Schinkelbuurt Zuid,1600
1075 VL Amsterdam (Schinkelbuurt Zuid),54.0,1900,2,1,1,yes,no,no,no,no,Not present,None,Toilet,1075 VL,Schinkelbuurt Zuid,1550
1075 TE Amsterdam (Schinkelbuurt Noord),77.0,1930,3,2,1,yes,no,yes,yes,no,Not present,D,"Roof terrace, Toilet",1075 TE,Schinkelbuurt Noord,1600
1075 RN Amsterdam (Schinkelbuurt Zuid),50.0,1900,2,1,1,yes,no,yes,yes,no,Not present,D,None,1075 RN,Schinkelbuurt Zuid,1395
1075 RN Amsterdam (Schinkelbuurt Zuid),50.0,1900,2,1,1,yes,no,yes,yes,no,Not present,C,None,1075 RN,Schinkelbuurt Zuid,1550
1075 TZ Amsterdam (Schinkelbuurt Noord),52.0,1915,2,1,1,yes,no,no,no,no,Not present,D,"Shower, Bath, Toilet",1075 TZ,Schinkelbuurt Noord,1500
1075 GN Amsterdam (Valeriusbuurt West),65.0,1900,3,2,1,yes,no,no,yes,no,Not present,None,Toilet,1075 GN,Valeriusbuurt West,1995
1075 GN Amsterdam (Valeriusbuurt West),62.0,1910,3,2,1,no,no,no,no,no,Not present,None,"Shower, Toilet",1075 GN,Valeriusbuurt West,2000
1062 AB Amsterdam (Overtoomse Veld Zuid),54.0,2002,3,2,1,yes,no,no,no,no,Not present,A,None,1062 AB,Overtoomse Veld Zuid,1350
1062 EV Amsterdam (Delflandpleinbuurt West),18.0,2012,1,1,1,no,no,no,yes,no,Not present,None,"Internet connection, Shower",1062 EV,Delflandpleinbuurt West,729
1062 EV Amsterdam (Delflandpleinbuurt West),18.0,2012,1,1,1,no,no,no,yes,no,Not present,None,"Internet connection, Shower",1062 EV,Delflandpleinbuurt West,729
1062 GZ Amsterdam (Delflandpleinbuurt West),80.0,1963,3,2,1,yes,no,no,no,no,Not present,E,"Lift, Shower, Toilet",1062 GZ,Delflandpleinbuurt West,1400
1062 EG Amsterdam (Delflandpleinbuurt West),104.0,2009,3,2,1,yes,yes,yes,yes,yes,Not present,A,"Lift, Storage space, Shower, Bath, Toilet",1062 EG,Delflandpleinbuurt West,1750
1062 GS Amsterdam (Delflandpleinbuurt West),40.0,1965,2,1,1,yes,no,yes,no,no,Not present,D,None,1062 GS,Delflandpleinbuurt West,1450
1062 HE Amsterdam (Schipluidenbuurt),39.0,2016,2,1,1,yes,no,yes,yes,yes,Not present,A,None,1062 HE,Schipluidenbuurt,1350
1062 ES Amsterdam (Delflandpleinbuurt West),70.0,2005,3,2,1,no,no,no,no,no,Not present,None,None,1062 ES,Delflandpleinbuurt West,1345
1062 KZ Amsterdam (Koningin Wilhelminaplein),92.0,1998,3,2,1,no,no,no,yes,no,Not present,None,None,1062 KZ,Koningin Wilhelminaplein,1850
1062 JN Amsterdam (Overtoomse Veld Zuid),82.0,1970,4,3,1,yes,no,no,no,no,Not present,None,Toilet,1062 JN,Overtoomse Veld Zuid,2000
1062 GA Amsterdam (Delflandpleinbuurt West),105.0,2007,3,2,1,yes,no,yes,yes,yes,Not present,A,"Bath, Toilet",1062 GA,Delflandpleinbuurt West,1850
1062 KE Amsterdam (Koningin Wilhelminaplein),91.0,1992,3,2,1,yes,no,yes,yes,no,Not present,C,"Lift, Shower, Toilet",1062 KE,Koningin Wilhelminaplein,1750
1062 LC Amsterdam (Koningin Wilhelminaplein),81.0,1993,3,2,1,no,yes,yes,yes,no,Not present,C,"Lift, Storage space, Toilet",1062 LC,Koningin Wilhelminaplein,1595
1062 KS Amsterdam (Koningin Wilhelminaplein),81.0,2020,4,3,1,yes,no,no,no,no,Not present,None,"Lift, Shower",1062 KS,Koningin Wilhelminaplein,1750
1062 HT Amsterdam (Delflandpleinbuurt West),76.0,1962,4,3,1,no,no,no,no,no,Not present,A,None,1062 HT,Delflandpleinbuurt West,1655
1055 DA Amsterdam (Erasmusparkbuurt West),55.0,1950,3,2,1,yes,no,no,no,no,Not present,D,"Shower, Toilet",1055 DA,Erasmusparkbuurt West,1490
1055 RZ Amsterdam (Bedrijventerrein Landlust),49.0,2017,2,1,1,yes,no,no,no,no,Not present,None,"Lift, Shower, Toilet",1055 RZ,Bedrijventerrein Landlust,1400
1055 RZ Amsterdam (Gibraltarbuurt),48.0,1934,3,2,1,yes,yes,no,yes,no,Not present,D,Storage space,1055 RZ,Gibraltarbuurt,1350
1055 RZ Amsterdam (Bedrijventerrein Landlust),49.0,2017,2,1,1,yes,no,no,yes,no,Not present,A+,"Lift, Shower, Toilet",1055 RZ,Bedrijventerrein Landlust,1525
1055 CZ Amsterdam (Erasmusparkbuurt West),58.0,1951,3,2,1,yes,no,no,yes,no,Not present,E,Shower,1055 CZ,Erasmusparkbuurt West,1425
1055 BZ Amsterdam (Erasmusparkbuurt West),64.0,1940,3,2,1,yes,yes,no,no,no,Present (65 m²),D,"Storage space, Shower, Toilet",1055 BZ,Erasmusparkbuurt West,1500
1055 JE Amsterdam (Bosleeuw),96.0,2003,4,3,1,no,no,no,yes,no,Not present,None,Toilet,1055 JE,Bosleeuw,1900
1055 MH Amsterdam (Bosleeuw),70.0,1928,2,1,1,no,no,no,yes,no,Not present,D,None,1055 MH,Bosleeuw,1595
1055 PK Amsterdam (Bedrijventerrein Landlust),68.0,1985,2,1,1,yes,no,yes,no,no,Not present,A,None,1055 PK,Bedrijventerrein Landlust,1595
1055 PK Amsterdam (Gibraltarbuurt),76.0,1930,2,1,1,no,no,no,yes,no,Not present,B,None,1055 PK,Gibraltarbuurt,1700
1055 GN Amsterdam (Erasmusparkbuurt West),75.0,1940,4,3,1,yes,no,no,yes,no,Not present,E,"Shower, Bath",1055 GN,Erasmusparkbuurt West,1575
1055 GN Amsterdam (Erasmusparkbuurt West),75.0,1940,4,3,1,yes,no,no,yes,no,Not present,E,"Shower, Bath",1055 GN,Erasmusparkbuurt West,1500
